JASPAR2020_CORE_redundant_pfms_m1633_MA1647.1	1
JASPAR2020_CORE_redundant_pfms_m212_MA0239.1	1
JASPAR2020_CORE_redundant_pfms_m224_MA0126.1	1
JASPAR2020_CORE_redundant_pfms_m555_MA1064.1	2
JASPAR2020_CORE_redundant_pfms_m643_MA1031.1	2
JASPAR2020_CORE_redundant_pfms_m663_MA1054.1	2
JASPAR2020_CORE_redundant_pfms_m769_MA0587.1	2
JASPAR2020_CORE_redundant_pfms_m946_MA1067.1	2
JASPAR2020_CORE_redundant_pfms_m600_MA1096.1	2
JASPAR2020_CORE_redundant_pfms_m759_MA1035.1	2
JASPAR2020_CORE_redundant_pfms_m738_MA1098.1	2
JASPAR2020_CORE_redundant_pfms_m849_MA1095.1	2
JASPAR2020_CORE_redundant_pfms_m601_MA1097.1	2
JASPAR2020_CORE_redundant_pfms_m563_MA1050.1	2
JASPAR2020_CORE_redundant_pfms_m486_MA1062.1	2
JASPAR2020_CORE_redundant_pfms_m947_MA1066.1	2
JASPAR2020_CORE_redundant_pfms_m483_MA1063.1	2
JASPAR2020_CORE_redundant_pfms_m404_MA1428.1	2
JASPAR2020_CORE_redundant_pfms_m570_MA1019.1	2
JASPAR2020_CORE_redundant_pfms_m1479_MA1548.1	2
JASPAR2020_CORE_redundant_pfms_m599_MA1410.1	2
JASPAR2020_CORE_redundant_pfms_m556_MA1065.1	2
JASPAR2020_CORE_redundant_pfms_m902_MA1430.1	2
JASPAR2020_CORE_redundant_pfms_m1208_MA0847.2	3
JASPAR2020_CORE_redundant_pfms_m1342_MA0047.2	3
JASPAR2020_CORE_redundant_pfms_m242_MA0446.1	3
JASPAR2020_CORE_redundant_pfms_m379_MA0546.1	3
JASPAR2020_CORE_redundant_pfms_m1649_MA0148.1	3
JASPAR2020_CORE_redundant_pfms_m962_MA0148.2	3
JASPAR2020_CORE_redundant_pfms_m1376_MA0146.1	4
JASPAR2020_CORE_redundant_pfms_m1739_MA0146.2	4
JASPAR2020_CORE_redundant_pfms_m1691_MA0142.1	5
JASPAR2020_CORE_redundant_pfms_m1034_MA0143.2	5
JASPAR2020_CORE_redundant_pfms_m1690_MA0143.1	5
JASPAR2020_CORE_redundant_pfms_m1418_MA0145.2	6
JASPAR2020_CORE_redundant_pfms_m1833_MA0145.1	6
JASPAR2020_CORE_redundant_pfms_m1604_MA0141.2	7
JASPAR2020_CORE_redundant_pfms_m989_MA0141.1	7
JASPAR2020_CORE_redundant_pfms_m1015_MA0592.3	7
JASPAR2020_CORE_redundant_pfms_m1876_MA0505.1	7
JASPAR2020_CORE_redundant_pfms_m1012_MA1134.1	8
JASPAR2020_CORE_redundant_pfms_m1839_MA1130.1	8
JASPAR2020_CORE_redundant_pfms_m1291_MA1622.1	8
JASPAR2020_CORE_redundant_pfms_m1204_MA0477.2	8
JASPAR2020_CORE_redundant_pfms_m1457_MA0490.2	8
JASPAR2020_CORE_redundant_pfms_m1460_MA0491.2	8
JASPAR2020_CORE_redundant_pfms_m1710_MA1137.1	8
JASPAR2020_CORE_redundant_pfms_m1205_MA1128.1	8
JASPAR2020_CORE_redundant_pfms_m1660_MA1141.1	8
JASPAR2020_CORE_redundant_pfms_m1852_MA0655.1	8
JASPAR2020_CORE_redundant_pfms_m1522_MA0841.1	8
JASPAR2020_CORE_redundant_pfms_m1585_MA0835.2	8
JASPAR2020_CORE_redundant_pfms_m1408_MA1634.1	8
JASPAR2020_CORE_redundant_pfms_m1615_MA0462.2	8
JASPAR2020_CORE_redundant_pfms_m1535_MA0477.1	8
JASPAR2020_CORE_redundant_pfms_m1126_MA0491.1	8
JASPAR2020_CORE_redundant_pfms_m1539_MA0476.1	8
JASPAR2020_CORE_redundant_pfms_m1129_MA0490.1	8
JASPAR2020_CORE_redundant_pfms_m1293_MA0478.1	8
JASPAR2020_CORE_redundant_pfms_m1381_MA1132.1	8
JASPAR2020_CORE_redundant_pfms_m955_MA1142.1	8
JASPAR2020_CORE_redundant_pfms_m1132_MA0099.3	8
JASPAR2020_CORE_redundant_pfms_m1332_MA1144.1	8
JASPAR2020_CORE_redundant_pfms_m1011_MA1135.1	8
JASPAR2020_CORE_redundant_pfms_m1439_MA1138.1	8
JASPAR2020_CORE_redundant_pfms_m1775_MA0489.1	8
JASPAR2020_CORE_redundant_pfms_m974_MA0462.1	8
JASPAR2020_CORE_redundant_pfms_m1007_MA0108.1	9
JASPAR2020_CORE_redundant_pfms_m1591_MA0108.2	9
JASPAR2020_CORE_redundant_pfms_m996_MA0114.3	10
JASPAR2020_CORE_redundant_pfms_m1042_MA0484.2	10
JASPAR2020_CORE_redundant_pfms_m1758_MA0114.4	10
JASPAR2020_CORE_redundant_pfms_m435_MA1001.2	11
JASPAR2020_CORE_redundant_pfms_m470_MA0992.2	11
JASPAR2020_CORE_redundant_pfms_m690_MA0993.1	11
JASPAR2020_CORE_redundant_pfms_m908_MA0994.1	11
JASPAR2020_CORE_redundant_pfms_m387_MA1671.1	11
JASPAR2020_CORE_redundant_pfms_m394_MA1002.1	11
JASPAR2020_CORE_redundant_pfms_m457_MA1245.2	11
JASPAR2020_CORE_redundant_pfms_m825_MA1005.2	11
JASPAR2020_CORE_redundant_pfms_m475_MA0976.2	11
JASPAR2020_CORE_redundant_pfms_m912_MA1242.1	11
JASPAR2020_CORE_redundant_pfms_m1454_MA1642.1	12
JASPAR2020_CORE_redundant_pfms_m1724_MA0698.1	12
JASPAR2020_CORE_redundant_pfms_m1116_MA1123.1	12
JASPAR2020_CORE_redundant_pfms_m1480_MA1123.2	12
JASPAR2020_CORE_redundant_pfms_m1701_MA0091.1	12
JASPAR2020_CORE_redundant_pfms_m1526_MA1618.1	12
JASPAR2020_CORE_redundant_pfms_m1675_MA1109.1	12
JASPAR2020_CORE_redundant_pfms_m875_MA0097.1	13
JASPAR2020_CORE_redundant_pfms_m659_MA1425.1	13
JASPAR2020_CORE_redundant_pfms_m1560_MA1474.1	13
JASPAR2020_CORE_redundant_pfms_m481_MA1659.1	13
JASPAR2020_CORE_redundant_pfms_m1314_MA0844.1	13
JASPAR2020_CORE_redundant_pfms_m386_MA1417.1	13
JASPAR2020_CORE_redundant_pfms_m1703_MA0638.1	13
JASPAR2020_CORE_redundant_pfms_m1230_MA0839.1	13
JASPAR2020_CORE_redundant_pfms_m1389_MA1466.1	13
JASPAR2020_CORE_redundant_pfms_m491_MA1339.1	13
JASPAR2020_CORE_redundant_pfms_m804_MA1350.1	13
JASPAR2020_CORE_redundant_pfms_m492_MA1338.1	13
JASPAR2020_CORE_redundant_pfms_m473_MA1344.1	13
JASPAR2020_CORE_redundant_pfms_m588_MA1349.1	13
JASPAR2020_CORE_redundant_pfms_m756_MA0968.2	13
JASPAR2020_CORE_redundant_pfms_m805_MA1351.1	13
JASPAR2020_CORE_redundant_pfms_m474_MA1345.1	13
JASPAR2020_CORE_redundant_pfms_m943_MA1340.1	13
JASPAR2020_CORE_redundant_pfms_m934_MA1337.1	13
JASPAR2020_CORE_redundant_pfms_m538_MA1334.1	13
JASPAR2020_CORE_redundant_pfms_m944_MA1341.1	13
JASPAR2020_CORE_redundant_pfms_m221_MA0232.1	14
JASPAR2020_CORE_redundant_pfms_m266_MA0231.1	14
